ID_KAIROS	Productos_Clave	Productos_Descripcion	Presentaciones_Descripcion	ClavePresentacion	Concentracion	UnidadConcentracion	Especificacion	ViaAdministracion	Medio	CantidadEnvase	Dosis	CantidadUnidad	Laboratorios_Clave	Abreviatura	Laboratorios_Descripcion
2239	3575	EFEDRINA SULFATO	6% Amp. x 100 x 1ml	1	6	%			Amp.	100	0	1	74	SANDERSON	Laboratorio Sanderson S.A.
2240	3577	FAMOTIDINA	20mg Amp. x 5 x 2ml	1	20	mg			Amp.	5	0	2	74	SANDERSON	Laboratorio Sanderson S.A.
2241	3581	BICARBONATO DE SODIO	1/6 Molar Fco. x 250ml	2	0				Fco.	0	0	250	74	SANDERSON	Laboratorio Sanderson S.A.
2242	3581	BICARBONATO DE SODIO	1/6 Molar Fco. x 500ml	3	0				Fco.	0	0	500	74	SANDERSON	Laboratorio Sanderson S.A.
2243	3581	BICARBONATO DE SODIO	2/3 Amp. x 50 x 20ml	5	0				Amp.	50	0	20	74	SANDERSON	Laboratorio Sanderson S.A.
2244	3581	BICARBONATO DE SODIO	2/3 Molar Fco. x 250ml	1	0				Fco.	0	0	250	74	SANDERSON	Laboratorio Sanderson S.A.
2245	3581	BICARBONATO DE SODIO	5% Amp. x 50 x 20ml	6	5	%			Amp.	50	0	20	74	SANDERSON	Laboratorio Sanderson S.A.
2246	3581	BICARBONATO DE SODIO	8.4% Amp. x 100 x 10ml	4	8,4	%			Amp.	100	0	10	74	SANDERSON	Laboratorio Sanderson S.A.
2247	3581	BICARBONATO DE SODIO	8.4% Amp. x 50 x 20ml	7	8,4	%			Amp.	50	0	20	74	SANDERSON	Laboratorio Sanderson S.A.
2248	3592	RETACNYL	0.025% Crema x 30g	1	0	%			Crema	0	0	30	104	GALDERMA	Galderma Chile Laboratorios Ltda.
2249	3592	RETACNYL	0.05% Crema x 30g	2	0,05	%			Crema	0	0	30	104	GALDERMA	Galderma Chile Laboratorios Ltda.
2250	3596	GENOTONORM	16UI Cartridge x 1 x 1ml	4	16	UI				1	0	1	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2251	3596	GENOTONORM	36UI Cartridge x 1 x 1ml	5	36	UI				1	0	1	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2252	3597	KYTRIL	1mg Amp. x 5 x 1ml	4	1	mg			Amp.	5	0	1	68	ROCHE	Productos Roche Ltda.
2253	3597	KYTRIL	1mg Comp. x 2	2	1	mg			Comp.	2	0	0	68	ROCHE	Productos Roche Ltda.
2254	3597	KYTRIL	3mg Amp. x 1 x 3ml	3	3	mg			Amp.	1	0	3	68	ROCHE	Productos Roche Ltda.
2255	3612	BERSEN	20mg Comp. Bi-ran. x 20	3	20	mg			Comp.	20	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2256	3612	BERSEN	50mg Comp. Bi-ran. x 20	5	50	mg			Comp.	20	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2257	3612	BERSEN	5mg Comp. Bi-ran. x 20	2	5	mg			Comp.	20	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2258	3614	FUROSEMIDA	40mg Comp. x 12	1	40	mg			Comp.	12	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
2259	3616	BUFLOMEDIL	150mg Comp. x 20	1	150	mg			Comp.	20	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
2260	3616	BUFLOMEDIL	300mg Comp. x 20	2	300	mg			Comp.	20	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
2261	3617	CODEIPAR	30mg Comp. x 12	2	30	mg			Comp.	12	0	0	209	MASTERCARE	Mastercare S.A.
2262	3617	CODEIPAR	60mg Comp. x 12	1	60	mg			Comp.	12	0	0	209	MASTERCARE	Mastercare S.A.
2263	3622	CYMEVENE	500mg Amp. x 1	1	500	mg			Amp.	1	0	0	68	ROCHE	Productos Roche Ltda.
2264	3625	CASEINATO DE CALCIO	Pote Polvo x 20 x 250g Neutro	1	0				Polvo	20	0	250	145	B.BRAUN	B. Braun Medical S.A.
2265	3673	RECORMON	2000UI Jer. Recarg. x 1	4	2000	UI			Jer.	1	0	0	68	ROCHE	Productos Roche Ltda.
2266	3677	MAG-TAB S.R.	Comp. x 30	2	0				Comp.	30	0	0	67	RIDER	Laboratorios Rider S.A.
2267	3677	MAG-TAB S.R.	Comp. x 60	1	0				Comp.	60	0	0	67	RIDER	Laboratorios Rider S.A.
2268	3679	MISOTROL	200mcg Comp. x 28	3	200	mcg			Comp.	0	0	28	157	SANOFI AVENTIS	Sanofi Aventis
2269	3680	AEROVIAL	200mcg Inhal. Aer. x 200 Dosis	3	200	mcg		Inhal.	Aer.	0	200	0	64	RECALCINE	Laboratorios Recalcine S.A.
2270	3687	NORMATOL	300mg Caps. x 30	1	300	mg			Caps.	30	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2271	3687	NORMATOL	400mg Caps. x 30	2	400	mg			Caps.	30	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2272	3687	NORMATOL	600mg Caps. x 30	5	600	mg			Caps.	30	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2273	3687	NORMATOL	800mg Caps. x 30	6	800	mg			Caps.	30	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2274	3695	VISCOZYME	2.5mg Amp. x 30 x 2.5ml	1	2,5	mg			Amp.	30	0	2,5	68	ROCHE	Productos Roche Ltda.
2275	3768	FUROXONA	100mg Comp. x 20	4	100	mg			Comp.	20	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
2276	3768	FUROXONA	Ped. Gotas x 30ml	5	0		Ped.		Gotas	0	0	30	14	BOEHRINGER I.	Boehringer Ingelheim
2277	3769	MACRODANTINA	100mg Caps. x 40	4	100	mg			Caps.	40	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
2278	3769	MACRODANTINA	50mg Caps. x 40	2	50	mg			Caps.	40	0	0	14	BOEHRINGER I.	Boehringer Ingelheim
2279	3770	FURACIN	Fco. Pda. x 15g	3	0				Pda.	0	0	15	14	BOEHRINGER I.	Boehringer Ingelheim
2280	3774	HIDROFUGAL	Atom. x 75ml c/bomba difus.	1	0				Atom.	0	0	75	7	BEIERSDORF	Beiersdorf S.A.
2281	3774	HIDROFUGAL	Crema x 60ml	4	0				Crema	0	0	60	7	BEIERSDORF	Beiersdorf S.A.
2282	3774	HIDROFUGAL	Forte Fco. x 30ml	6	0		Forte		Fco.	0	0	30	7	BEIERSDORF	Beiersdorf S.A.
2283	3774	HIDROFUGAL	Rollon x 50ml	2	0				Rollon	0	0	50	7	BEIERSDORF	Beiersdorf S.A.
2284	3774	HIDROFUGAL	Stick AP Unisex x 40ml	5	0					0	0	40	7	BEIERSDORF	Beiersdorf S.A.
2285	3778	REFLEXAN	10mg Comp. x 10	2	10	mg			Comp.	10	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
2286	3778	REFLEXAN	10mg Comp. x 20	1	10	mg			Comp.	20	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
2287	3778	REFLEXAN	5mg Comp. x 20	3	5	mg			Comp.	20	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
2288	3779	TALFLEX	100mg Comp. Rec. x 20	10	100	mg			Comp.	20	0	0	62	BAGO	Laboratorios Bagó S.A.
2289	3779	TALFLEX	100mg IM Iny Amp. x 2 + 2 Amp. Solv.	4	100	mg		IM Iny	Amp.	2	0	0	62	BAGO	Laboratorios Bagó S.A.
2290	3779	TALFLEX	100mg IV Iny Amp. x 1 + Amp. Solv.	1	100	mg		IV Iny	Amp.	1	0	0	62	BAGO	Laboratorios Bagó S.A.
2291	3779	TALFLEX	2.5% Gel x 30g	11	2,5	%			Gel	0	0	30	62	BAGO	Laboratorios Bagó S.A.
2292	3779	TALFLEX	50mg Comp. Rec. x 10	8	50	mg			Comp.	10	0	0	62	BAGO	Laboratorios Bagó S.A.
2293	3782	PROSCAR	5mg Tab. x 30	1	5	mg			Tab.	30	0	0	103	MERCK SHARP & D	Merck Sharp & Dohme
2294	3783	ZOCOR	20mg Tab. x 30	4	20	mg			Tab.	30	0	0	103	MERCK SHARP & D	Merck Sharp & Dohme
2295	3783	ZOCOR	40mg Tab. x 30	5	40	mg			Tab.	30	0	0	103	MERCK SHARP & D	Merck Sharp & Dohme
2296	3788	SOMINEX	200mg Caps. x 20	1	200	mg			Caps.	20	0	0	60	PRATER	Laboratorio Prater S.A.
2297	3788	SOMINEX	200mg Caps. x 60	2	200	mg			Caps.	60	0	0	60	PRATER	Laboratorio Prater S.A.
2298	3790	CARDIOXANE	500mg F.Amp. x 1	1	500	mg			F.Amp.	1	0	0	88	TECNOFARMA	Tecnofarma S.A.
2299	3792	NOVAFAC 30 SIMPLE	Comp. x 30	1	0				Comp.	30	0	0	82	SILESIA	Laboratorios Silesia S.A.
2300	3797	PLUSGIN	150mg Comp. x 1	2	150	mg			Comp.	1	0	0	147	RAFFO	Laboratorios Raffo S.A.
2301	3797	PLUSGIN	150mg Comp. x 10	6	150	mg			Comp.	10	0	0	147	RAFFO	Laboratorios Raffo S.A.
2302	3797	PLUSGIN	150mg Comp. x 2	3	150	mg			Comp.	2	0	0	147	RAFFO	Laboratorios Raffo S.A.
2303	3797	PLUSGIN	150mg Comp. x 4	7	150	mg			Comp.	4	0	0	147	RAFFO	Laboratorios Raffo S.A.
2304	3797	PLUSGIN	200mg Comp. x 10	4	200	mg			Comp.	10	0	0	147	RAFFO	Laboratorios Raffo S.A.
2305	3797	PLUSGIN	200mg IV Iny F.Amp. x 100ml	5	200	mg		IV Iny	F.Amp.	0	0	100	147	RAFFO	Laboratorios Raffo S.A.
2306	3797	PLUSGIN	50mg Comp. x 8	1	50	mg			Comp.	8	0	0	147	RAFFO	Laboratorios Raffo S.A.
2307	3801	ZOMEPRAL	20mg Caps. x 10	6	20	mg			Caps.	10	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2308	3801	ZOMEPRAL	20mg Caps. x 30	5	20	mg			Caps.	30	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2309	3801	ZOMEPRAL	20mg Caps. x 60	4	20	mg			Caps.	60	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2310	3802	ADROXEF	1000mg Comp. x 10	5	1000	mg			Comp.	10	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2311	3802	ADROXEF	250mg /5ml Fco. x 100ml	4	250	mg			Fco.	0	0	100	18	CHILE LAB.	Laboratorios Chile S.A.
2312	3802	ADROXEF	500mg /5ml Fco. x 100ml	6	500	mg			Fco.	0	0	100	18	CHILE LAB.	Laboratorios Chile S.A.
2313	3802	ADROXEF	500mg Comp. x 14	3	500	mg			Comp.	14	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2314	3803	CEPRAZOL	4% Oral Susp. x 10ml	1	4	%		Oral	Susp.	0	0	10	18	CHILE LAB.	Laboratorios Chile S.A.
2315	3804	CORTIPREX	20mg Comp. x 20	1	20	mg			Comp.	20	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2316	3804	CORTIPREX	5mg Comp. x 20	2	5	mg			Comp.	20	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2317	3805	CICLOFOSFAMIDA	50mg Grag. x 30	1	50	mg			Grag.	30	0	0	13	BIOSANO	Laboratorios Biosano S.A.
2318	3805	CICLOFOSFAMIDA	Liof. 1g F.Amp. x 1	3	1	g	Liof.		F.Amp.	1	0	0	13	BIOSANO	Laboratorios Biosano S.A.
2319	3805	CICLOFOSFAMIDA	Liof. 200mg F.Amp. x 5	2	200	mg	Liof.		F.Amp.	5	0	0	13	BIOSANO	Laboratorios Biosano S.A.
2320	3806	CITARABINA	Liof. 100mg F.Amp. x 1	1	100	mg	Liof.		F.Amp.	1	0	0	13	BIOSANO	Laboratorios Biosano S.A.
2321	3806	CITARABINA	Liof. 1g F.Amp. x 1	2	1	g	Liof.		F.Amp.	1	0	0	13	BIOSANO	Laboratorios Biosano S.A.
2322	3807	METOTREXATO	Liof. 50mg CJ F.Amp. x 1	1	50	mg	Liof.		F.Amp.	1	0	0	13	BIOSANO	Laboratorios Biosano S.A.
2323	3810	FLUORURACILO	500mg CJ Fco. Sol. x 5	1	500	mg			Sol.	5	0	0	13	BIOSANO	Laboratorios Biosano S.A.
2324	3811	PRODEL B	Comp. x 10	1	0				Comp.	10	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2325	3811	PRODEL B	Comp. x 30	3	0				Comp.	30	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2326	3811	PRODEL B	Jbe. x 120ml	2	0				Jbe.	0	0	120	56	PASTEUR	Laboratorios Pasteur Ltda.
2327	3816	ADORMIX	10mg Comp. x 30	4	10	mg			Comp.	30	0	0	163	SANOFI PASTEUR	Sanofi Pasteur S.A.
2328	3816	ADORMIX	5mg Comp. x 20	2	5	mg			Comp.	20	0	0	163	SANOFI PASTEUR	Sanofi Pasteur S.A.
2329	3819	DERMABIOTICO	Pomo x 15g	1	0				Pomo	0	0	15	77	SAVAL	Laboratorio Saval S.A.
2330	3821	UNIVAL	30mg Caps. x 10	1	30	mg			Caps.	10	0	0	40	LAFI	Ver RECALCINE
2331	3821	UNIVAL	30mg Caps. x 20	2	30	mg			Caps.	20	0	0	40	LAFI	Ver RECALCINE
2332	3821	UNIVAL	30mg Caps. x 30	3	30	mg			Caps.	30	0	0	40	LAFI	Ver RECALCINE
2333	3822	HIPOGE-U	Derm. Crema x 15g	1	0			Derm.	Crema	0	0	15	73	S.M.B.FARMA	Laboratorios S.M.B. Farma S.A.
2334	3823	GLAUSOLETS	0.25% Oft. Fco. Col. x 10ml	2	0,25	%		Oft.	Col.	0	0	10	73	S.M.B.FARMA	Laboratorios S.M.B. Farma S.A.
2335	3823	GLAUSOLETS	0.5% Oft. Fco. Col. x 10ml	1	0,5	%		Oft.	Col.	0	0	10	73	S.M.B.FARMA	Laboratorios S.M.B. Farma S.A.
2336	3824	KILIOS	Blst. Comp. x 31	1	0				Comp.	31	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2337	3826	HANSAPLAST STRIPS	Strip Aqua Protect Env. x 10u	12	0				Env.	0	0	10	7	BEIERSDORF	Beiersdorf S.A.
2338	3826	HANSAPLAST STRIPS	Vendita Impermeab. Env. x 100u	11	0				Env.	0	0	100	7	BEIERSDORF	Beiersdorf S.A.
2339	3833	LANZOPRAL	30mg Caps. x 14	5	30	mg			Caps.	14	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
2340	3833	LANZOPRAL	30mg Caps. x 28	6	30	mg			Caps.	28	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
2341	3833	LANZOPRAL	Ped. 30mg Sobres x 14	7	30	mg	Ped.		Sobres	14	0	0	58	PHARMA INVESTI	Pharma Investi de Chile S.A.
2342	3834	ZOMETIC	7.5mg Comp. x 10	2	7,5	mg			Comp.	10	0	0	83	CHEMOPHARMA	Ver SANITAS
2343	3834	ZOMETIC	7.5mg Comp. x 30	1	7,5	mg			Comp.	30	0	0	83	CHEMOPHARMA	Ver SANITAS
2344	3836	DISTEX	100mg Comp. x 10	1	100	mg			Comp.	10	0	0	40	LAFI	Ver RECALCINE
2345	3836	DISTEX	100mg Comp. x 20	2	100	mg			Comp.	20	0	0	40	LAFI	Ver RECALCINE
2346	3864	CARISTOP DIARIO	0.05% Colut. x 300ml	1	0,05	%			Colut.	0	0	300	47	MAVER	Laboratorios Maver S.A.
2347	3865	NIMICOR	10mg Comp. x 30	2	10	mg			Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
2348	3865	NIMICOR	10mg Tab. x 10	7	10	mg			Tab.	10	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
2349	3865	NIMICOR	20mg Comp. x 30	4	20	mg			Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
2350	3865	NIMICOR	20mg Tab. x 20	6	20	mg			Tab.	20	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
2351	3865	NIMICOR	40mg Comp. x 30	5	40	mg			Comp.	30	0	0	64	RECALCINE	Laboratorios Recalcine S.A.
2352	3867	NASTUL COMPUESTO	Comp. Rec. x 10	1	0				Comp.	10	0	0	83	CHEMOPHARMA	Ver SANITAS
2353	3867	NASTUL COMPUESTO	Jbe. x 100ml	2	0				Jbe.	0	0	100	83	CHEMOPHARMA	Ver SANITAS
2354	3868	NASTUL GOTAS	Fco. Got. x 15ml	1	0				Got.	0	0	15	83	CHEMOPHARMA	Ver SANITAS
2355	3870	DOLO-KETAZON	100mg Comp. Rec. x 20	6	100	mg			Comp.	20	0	0	40	LAFI	Ver RECALCINE
2356	3870	DOLO-KETAZON	50mg Caps. x 10	1	50	mg			Caps.	10	0	0	40	LAFI	Ver RECALCINE
2357	3870	DOLO-KETAZON	50mg Caps. x 20	2	50	mg			Caps.	20	0	0	40	LAFI	Ver RECALCINE
2358	3870	DOLO-KETAZON	Gel x 30g	4	0				Gel	0	0	30	40	LAFI	Ver RECALCINE
2359	3870	DOLO-KETAZON	Iny. Amp. x 5 x 2ml	5	0			Iny.	Amp.	5	0	2	40	LAFI	Ver RECALCINE
2360	3870	DOLO-KETAZON	T.U. 200mg Caps. x 10	3	200	mg			Caps.	10	0	0	40	LAFI	Ver RECALCINE
2361	3877	JABON ACIDO CON UREA	Piel seca o mixta x 100g	1	0					0	0	100	65	RECCIUS	Laboratorios Reccius Ltda.
2362	3878	RISPERDAL	1mg Comp. x 20	1	1	mg			Comp.	20	0	0	36	JANSSEN-CILAG	Janssen-Cilag
2363	3878	RISPERDAL	1mg Sol. x 30ml	4	1	mg			Sol.	0	0	30	36	JANSSEN-CILAG	Janssen-Cilag
2364	3878	RISPERDAL	2mg Comp. x 20	3	2	mg			Comp.	20	0	0	36	JANSSEN-CILAG	Janssen-Cilag
2365	3878	RISPERDAL	3mg Comp. x 20	2	3	mg			Comp.	20	0	0	36	JANSSEN-CILAG	Janssen-Cilag
2366	3930	RAMIVAN	300mg Comp. x 8	1	300	mg			Comp.	8	0	0	49	MEDIPHARM	Productos Farmacéuticos Medipharm Ltda.
2367	3934	SOMNO	10mg Comp. x 30	2	10	mg			Comp.	30	0	0	77	SAVAL	Laboratorio Saval S.A.
2368	3934	SOMNO	5mg Comp. x 30	1	5	mg			Comp.	30	0	0	77	SAVAL	Laboratorio Saval S.A.
2369	3937	REMITEX	Comp. Rec. x 10	1	0				Comp.	10	0	0	62	BAGO	Laboratorios Bagó S.A.
2370	3937	REMITEX	Comp. Rec. x 30	2	0				Comp.	30	0	0	62	BAGO	Laboratorios Bagó S.A.
2371	3937	REMITEX	Gotas x 15ml	3	0				Gotas	0	0	15	62	BAGO	Laboratorios Bagó S.A.
2372	3937	REMITEX	Jbe. x 100ml	5	0				Jbe.	0	0	100	62	BAGO	Laboratorios Bagó S.A.
2373	3939	MERPAL	1% Gel x 30g	1	1	%			Gel	0	0	30	60	PRATER	Laboratorio Prater S.A.
2374	3939	MERPAL	1% Gel x 60g	5	1	%			Gel	0	0	60	60	PRATER	Laboratorio Prater S.A.
2375	3939	MERPAL	15mg /20ml Gotas x 1	7	15	mg			Gotas	1	0	0	60	PRATER	Laboratorio Prater S.A.
2376	3939	MERPAL	25mg Comp. Entérico x 20	3	25	mg			Comp.	20	0	0	60	PRATER	Laboratorio Prater S.A.
2377	3939	MERPAL	50mg Tab. Rec. x 10	4	50	mg			Tab.	10	0	0	60	PRATER	Laboratorio Prater S.A.
2378	3939	MERPAL	Inf. 12.5mg Sup. x 5	6	12,5	mg	Inf.		Sup.	5	0	0	60	PRATER	Laboratorio Prater S.A.
2379	3939	MERPAL	Iny. Amp. x 3	2	0			Iny.	Amp.	3	0	0	60	PRATER	Laboratorio Prater S.A.
2380	3939	MERPAL	Spray Sol. x 110ml	8	0				Sol.	0	0	110	60	PRATER	Laboratorio Prater S.A.
2381	3951	POLVOS ALCALINOS	Papelillos x 100	1	0					100	0	0	91	VOLTA	Laboratorio Volta Ltda.
2382	3952	ESTRACYT	140mg Caps. x 100	1	140	mg			Caps.	100	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2383	3956	NEOTIGASON	10mg Caps. x 30	1	10	mg			Caps.	30	0	0	158	ROYAL PHARMA	Royal Pharma (Línea de Alpes Chemie S.A.)
2384	3956	NEOTIGASON	25mg Caps. x 30	2	25	mg			Caps.	30	0	0	158	ROYAL PHARMA	Royal Pharma (Línea de Alpes Chemie S.A.)
2385	3959	FRAXIPARINE	2850UI Jer. Prell. x 10 x 0.3ml	3	2850	UI			Jer.	10	0	0,3	25	GLAXOSMITHKLINE	GlaxoSmithKline
2386	3959	FRAXIPARINE	2850UI Jer. Prell. x 2 x 0.3ml	1	2850	UI			Jer.	2	0	0,3	25	GLAXOSMITHKLINE	GlaxoSmithKline
2387	3959	FRAXIPARINE	3800UI Jer. Prell. x 10 x 0.4ml	5	3800	UI			Jer.	10	0	0,4	25	GLAXOSMITHKLINE	GlaxoSmithKline
2388	3959	FRAXIPARINE	5700UI Jer. Prell. x 10 x 0.6ml	4	5700	UI			Jer.	10	0	0,6	25	GLAXOSMITHKLINE	GlaxoSmithKline
2389	3959	FRAXIPARINE	5700UI Jer. Prell. x 2 x 0.6ml	2	5700	UI			Jer.	2	0	0,6	25	GLAXOSMITHKLINE	GlaxoSmithKline
2390	3960	ARTREN GOTAS	Fco. Gotas x 20ml	1	0				Gotas	0	0	20	50	MERCK	Merck S.A.
2391	3964	NASTIFRIN COMPUESTO	Comp. x 10	3	0				Comp.	10	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2392	3964	NASTIFRIN COMPUESTO	Oral Sol. x 100ml	1	0			Oral	Sol.	0	0	100	18	CHILE LAB.	Laboratorios Chile S.A.
2393	3965	NASTIFRIN	Oral Sol. x 100ml	2	0			Oral	Sol.	0	0	100	18	CHILE LAB.	Laboratorios Chile S.A.
2394	3965	NASTIFRIN	Oral Sol. x 15ml	1	0			Oral	Sol.	0	0	15	18	CHILE LAB.	Laboratorios Chile S.A.
2395	3967	AERO-FACIDOSE A.E.	Aerocámara Inhal. x 1	1	0			Inhal.		1	0	0	18	CHILE LAB.	Laboratorios Chile S.A.
2396	3969	TOBRIN-D	Oft. Susp. x 5ml	1	0			Oft.	Susp.	0	0	5	18	CHILE LAB.	Laboratorios Chile S.A.
2397	3969	TOBRIN-D	Oft. Ung. x 3.5g	2	0			Oft.	Ung.	0	0	3,5	18	CHILE LAB.	Laboratorios Chile S.A.
2398	3970	MIRAL	Oft. Fco. Got. x 15ml	1	0			Oft.	Got.	0	0	15	18	CHILE LAB.	Laboratorios Chile S.A.
2399	3972	FELDENE FLASH	20mg Comp. x 10	1	20	mg			Comp.	10	0	0	57	PFIZER	Laboratorio Pfizer de Chile S.A.
2400	3974	OCULOSAN	Colir. x 10ml	1	0				Colir.	0	0	10	131	NOVARTIS	Lab. Novartis Chile S.A.
2401	3976	ESCOPOLAMINA N-BUTIL BROMURO	20mg Amp. x 100 x 1ml	3	20	mg			Amp.	100	0	1	74	SANDERSON	Laboratorio Sanderson S.A.
2402	3981	SINEMET CR	200 /50mg Comp. x 30	1	200				Comp.	30	0	0	103	MERCK SHARP & D	Merck Sharp & Dohme
2403	3982	NIMEPAST	100mg Comp. x 10	1	100	mg			Comp.	10	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2404	3982	NIMEPAST	100mg Comp. x 30	5	100	mg			Comp.	30	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2405	3983	PIREXYL	12.5mg Sup. x 5	1	12,5	mg			Sup.	5	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2406	3983	PIREXYL	50mg Sup. x 5	2	50	mg			Sup.	5	0	0	56	PASTEUR	Laboratorios Pasteur Ltda.
2407	3987	SALOFALK	1g Caja Sachet Gran. x 50	11	1	g			Sachet	50	0	0	101	BIOTOSCANA	Biotoscana Farma S.A.
2408	3987	SALOFALK	1g Rectal Fco. Espuma x 1 x 14 Aplic.	12	1	g		Rectal	Espuma	1	0	14	101	BIOTOSCANA	Biotoscana Farma S.A.
2409	3987	SALOFALK	4g Enema x 7 x 60ml	6	4	g		Enema		7	0	60	101	BIOTOSCANA	Biotoscana Farma S.A.
2410	3987	SALOFALK	500mg Caja Sachet Gran. x 100	10	500	mg			Sachet	100	0	0	101	BIOTOSCANA	Biotoscana Farma S.A.
2411	3987	SALOFALK	500mg Sup. x 10	7	500	mg			Sup.	10	0	0	101	BIOTOSCANA	Biotoscana Farma S.A.
2412	3987	SALOFALK	500mg Sup. x 30	4	500	mg			Sup.	30	0	0	101	BIOTOSCANA	Biotoscana Farma S.A.
2413	3987	SALOFALK	500mg Tab. x 100	1	500	mg			Tab.	100	0	0	101	BIOTOSCANA	Biotoscana Farma S.A.
2414	3987	SALOFALK	500mg Tab. x 50	2	500	mg			Tab.	50	0	0	101	BIOTOSCANA	Biotoscana Farma S.A.
2415	3996	OMEPRAZOL	20mg Blst. Caps. x 14	4	20	mg			Caps.	14	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
2416	3996	OMEPRAZOL	20mg Blst. Caps. x 28	5	20	mg			Caps.	28	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
2417	3996	OMEPRAZOL	20mg Caps. x 60	6	20	mg			Caps.	60	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
2418	3997	JARABE PALTO COMPUESTO CON MIEL ADULTO	Jbe. x 200ml	2	0				Jbe.	0	0	200	47	MAVER	Laboratorios Maver S.A.
2419	4014	LACRYVISC	Gel x 10g	1	0				Gel	0	0	10	2	ALCON	Laboratorios Alcon Chile Ltda.
2420	4016	TRICOR	6mg F.Amp. x 6 x 2ml	1	6	mg			F.Amp.	6	0	2	157	SANOFI AVENTIS	Sanofi Aventis
2421	4018	GAVISCON	250mg Mast. Comp. x 8	6	250	mg		Mast.	Comp.	8	0	0	213	RECKITT	Reckitt Benckiser Chile S.A.
2422	4018	GAVISCON	Oral Sachet Susp. x 24 x 10ml	4	0			Oral	Susp.	24	0	10	213	RECKITT	Reckitt Benckiser Chile S.A.
2423	4018	GAVISCON	Oral Sachet Susp. x 8 x 10ml	5	0			Oral	Susp.	8	0	10	213	RECKITT	Reckitt Benckiser Chile S.A.
2424	4018	GAVISCON	Oral Susp. x 150ml	3	0			Oral	Susp.	0	0	150	213	RECKITT	Reckitt Benckiser Chile S.A.
2425	4021	INHIBACE PLUS	5 /12.5mg Comp. x 28	1	5				Comp.	28	0	0	68	ROCHE	Productos Roche Ltda.
2426	4026	DECAPEPTYL	11.25mg F.Amp. x 1	2	11,25	mg			F.Amp.	1	0	0	88	TECNOFARMA	Tecnofarma S.A.
2427	4026	DECAPEPTYL	3.75mg F.Amp. x 1	1	3,75	mg			F.Amp.	1	0	0	88	TECNOFARMA	Tecnofarma S.A.
2428	4028	URAZOL	5mg Comp. x 30	3	5	mg			Comp.	30	0	0	88	TECNOFARMA	Tecnofarma S.A.
2429	4028	URAZOL	Jbe. x 120ml	1	0				Jbe.	0	0	120	88	TECNOFARMA	Tecnofarma S.A.
2430	4029	REGENTAL FORTE	Forte 60mg Comp. x 20	1	60	mg	Forte		Comp.	20	0	0	88	TECNOFARMA	Tecnofarma S.A.
2431	4029	REGENTAL FORTE	Forte 60mg Comp. x 40	2	60	mg	Forte		Comp.	40	0	0	88	TECNOFARMA	Tecnofarma S.A.
2432	4041	CEFRADINA	500mg Caps. x 8	1	500	mg			Caps.	8	0	0	4	ANDROMACO	Laboratorios Andrómaco S.A.
2433	4043	LAMICTAL	100mg Comp. x 30	3	100	mg			Comp.	30	0	0	25	GLAXOSMITHKLINE	GlaxoSmithKline
