COD_CLASIFICACION	CLASIFICACION	CODIGO	PRODUCTO	RECETA_RETENIDA	COD_PRINCIPIO_ACTIVO	PRINCIPIO_ACTIVO	COD_CONCENTRACION	CONCENTRACION	COD_ACC_FARMACOLOGICA	ACCION_FARMACOLOGICA	COD_UNIDAD	UNIDAD_MEDIDA
261	MEDICAMENTOS	509.827	ZYPREXA 10 MG(28) X 14 COMP SOBRE								SO	SOBRE
261	MEDICAMENTOS	507.267	PROGENDO 100 MG X 30 CAP.		501	PROGESTERONA	8.366	100 MG X CAP.	136	HORMONOTERAPIA	CJ	CAJA
261	MEDICAMENTOS	504.754	INDOCIANINA ICG 25MG/5ML KIT		3296	INDOCIANINA	8.367	25MG X 5ML	1.179	MEDIO DE CONTRASTE	AM	AMPOLLA
261	MEDICAMENTOS	507.008	PRECEDEX 2ML(200MCG)FA		1496	DEXMEDETOMIDINA	8.368	00MCG X AMP	1.522	SEDANTE HIPNOTICO	AM	AMPOLLA
261	MEDICAMENTOS	507.295	PROTAMINA  50 MG (FCO 5 ML)(FRIO)		2902	PROTAMINA	8.369	50 MG X 5 ML	2.907	ANTAGONISTA HEPARINA	FR	FRASCO
261	MEDICAMENTOS	503.144	DISTONAL 50 MG X 30 COMP		2411	DESIPRAMINA	8.370	50 MG X COMP	42	ANTIDEPRESIVO	CJ	CAJA
261	MEDICAMENTOS	507.666	SALOFALK 500 MG X 30 SUPOSIT.		447	MESALAZINA	8.371	500 MG X SUPOS.	388	ANTIINFLAMATORIO INTESTINAL	CJ	CAJA
261	MEDICAMENTOS	507.807	SEROQUEL  25 MG(30) X COMP. DU		505	QUETIAPINA	8.372	25 MG X COMP	92	ANTIPSICOTICO	TB	TABLETA
261	MEDICAMENTOS	508.166	SUERO GLUCOSADO 5% 250 CC		3085	GLUCOSA	8.376	5% X 250 CC	2.910	SUEROTERAPIA	MA	MATRAZ
261	MEDICAMENTOS	508.425	SYNDOL (KETOROLACO) 30MG/ML  1ML		899	KETOROLACO TROMETAMOL	8.377	30MG X ML	78	ANTIINFLAMATORIO NO ESTEROIDAL	AM	AMPOLLA
261	MEDICAMENTOS	501.646	CANCIDAS 70 MG X 1 AMP.(FRIO)		1409	CASPOFUNGINA	8.378	70 MG X AMP	390	ANTIMICOTICO	AM	AMPOLLA
261	MEDICAMENTOS	501.647	CANCIDAS 50 MG X 1 AMP.(FRIO)		1409	CASPOFUNGINA	8.379	50 MG X AMP	390	ANTIMICOTICO	AM	AMPOLLA
261	MEDICAMENTOS	503.096	DIPRIVAN PFS 2% 50 ML JERINGA		1176	PROPOFOL	8.380	2% X JERINGA	1.177	ANESTESICO GENERAL	AM	AMPOLLA
261	MEDICAMENTOS	503.618	EUCERIN PH5 CREMA MANOS		3241	CREMA_VARIOS	8.383	75 ML	2.463	PROTECTOR DERMICO_HIDRATANTE	FR	FRASCO
261	MEDICAMENTOS	506.458	OSTRAM D3 X 30 SOBRES		2755	CALCIO FOSFATO_CALCITRIOL	8.384	3300 MG_800 UI X  SOBRE	2.143	METABOLISMO OSEO	CJ	CAJA
261	MEDICAMENTOS	508.560	TAPSIN_2 FORTE X 20 CAPS.		483	PARACETAMOL _ CAFEINA	8.385	400MG_33 MG X CAPS	2.441	ANALGESICO_ANTIPIRETICO	CJ	CAJA
261	MEDICAMENTOS	508.022	ZOMETA 4 MG E.V X VIAL		1243	ACIDO ZOLEDRONICO	8.386	4 MG X VIAL	1.281	INHIBIDOR DE LA RESORCION OSTEOCLASTICA	AM	AMPOLLA
261	MEDICAMENTOS	508.700	TIMEROSAL 0,1% 20 ML				8.388	0,1% X 20 ML			FR	FRASCO
261	MEDICAMENTOS	509.606	VITERNUM JARABE 120 ML		175	DIHEXAZIN	8.389	3 MG X 5ML	122	ESTIMULANTE DEL APETITO	CJ	CAJA
261	MEDICAMENTOS	504.008	FRAGMIN 10000  UI  X 1 ML		1190	DALTEPARINA SODICA	8.390	10000  UI  X  ML	36	ANTICOAGULANTE _ ANTITROMBOTICO	AM	AMPOLLA
261	MEDICAMENTOS	502.450	CORIODAL 20 MG X 20 COMPRIMIDOS		1071	PROPANOLOL CLORHIDRATO	8.391	20 MG X COMP	66	ANTIHIPERTENSIVO _ ANTIANGINOSO _ ANTIARRITMICO	CJ	CAJA
261	MEDICAMENTOS	500.166	ACTIFEDRIN X  15 COMP								CJ	CAJA
261	MEDICAMENTOS	504.360	GLUCOSA ANHIDRA 75 GRS		1203	GLUCAGON	8.392	75 GRS	1.204	HIPERGLICEMIANTE	UN	UNIDAD
261	MEDICAMENTOS	500.420	ALEXIA  120 MG X 10 COMPRIMIDOS		199	FEXOFENADINA CLORHIDRATO	8.393	120 MG X COMP	802	ANTIHISTAMINICO	CJ	CAJA
261	MEDICAMENTOS	507.606	SANITER COMPTO X 30 COMPRIMIDOS		261	LEVODOPA _ CARBIDOPA 	8.394	250 MG_ 25 MG X COMP	392	ANTIPARKINSONIANO	CJ	CAJA
261	MEDICAMENTOS	509.526	VISIDIC (LAGRIMAS ARTIF ) 20 ML								FR	FRASCO
261	MEDICAMENTOS	500.447	ALTRULINE 50 MG(60) XCOMP. D.U		517	SERTRALINA CLORHIDRATO 	8.395	50 MG X COMP.	42	ANTIDEPRESIVO	TB	TABLETA
261	MEDICAMENTOS	505.882	MIGRANOL (10) COMPRIMIDO D.U.		1111	ERGOTAMINA TARTRATO_METAMIZOL SODICO_CAFEINA	8.396	1 MG_300 MG_ 100 MG X COMP	80	ANTIJAQUECOSO _ ANTIMIGRAÑOSO	TB	TABLETA
261	MEDICAMENTOS	500.583	AMOVAL 750 MG(21) X COMP. DU		892	AMOXICILINA	8.397	750 MG X COMP	24	ANTIBIOTICO	TB	TABLETA
261	MEDICAMENTOS	500.837	ATEMPERATOR 500 MG X COMP. DU		1267	ACIDO VALPROICO	8.398	500 MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	TB	TABLETA
261	MEDICAMENTOS	500.767	AROXAT 20 MG X COMP DU		315	PAROXETINA 	8.399	20 MG X COMP	42	ANTIDEPRESIVO	TB	TABLETA
261	MEDICAMENTOS	500.885	AURORIX 150 MG X COMP DU		291	MOCLOBEMIDA 	8.400	150 MG X COMP	42	ANTIDEPRESIVO	TB	TABLETA
261	MEDICAMENTOS	501.481	BUSCAPINA (20)SIMPLE TABLETA DU		946	N BUTILBROMURO DE HIOSCINA	8.401	10 MG X COMP	52	ANTIESPASMODICO	TB	TABLETA
261	MEDICAMENTOS	501.482	BUSCAPINA COMPTA (20'TABLETA DU		1046	N BUTILBROMURO DE HIOSCINA_METAMIZOL SODICO	8.402	10 MG_25 MG X COMP	52	ANTIESPASMODICO	TB	TABLETA
261	MEDICAMENTOS	503.858	EPIVIR (3TC) 150 MG X 60 COMP		1163	LAMIVUDINA	8.403	150 MG X COMP	108	ANTIVIRAL PARA TRATAMIENTO  VIH	CJ	CAJA
261	MEDICAMENTOS	502.059	CLOROHEX TINTURA B/ALCOHOLICA 150 ML		1671	CLORHEXIDINA GLUCONATO	8.405	150 ML	3.108	DESINFECTANTE	FR	FRASCO
261	MEDICAMENTOS	509.651	WELLBUTRIN SR 150 MG X 30 COMP.		3123	BUPROPION	8.406	150 MG X COMP.	42	ANTIDEPRESIVO	CJ	CAJA
261	MEDICAMENTOS	509.423	VENLAX 75 MG X 30 COMP		365	VENLAFAXINA	8.408	75 MG X COMP	42	ANTIDEPRESIVO	CJ	CAJA
261	MEDICAMENTOS	508.081	SOMAZINA 1000 MG SUSP								FR	FRASCO
261	MEDICAMENTOS	509.778	XALATAM 50 UG/ML GTS 2,5CC		251	LATANOPROST	8.410	50 MCG/ML	60	ANTIGLAUCOMATOSO	FR	FRASCO
261	MEDICAMENTOS	505.551	MALTOFER GOTAS		1044	COMPLEJO DE HIERRO III	8.411	50 MG X ML	3.530	ANTIANEMICO	FR	FRASCO
261	MEDICAMENTOS	508.491	TAMIFLU 75MG X 10 CAPSULAS		477	OSELTAMIVIR	8.415	75MG X  CAPS	106	ANTIVIRAL	CJ	CAJA
261	MEDICAMENTOS	506.488	OXICODAL 600 MG X 30 COMPRIMIDO	SI	307	OXCARBAZEPINA	8.416	600 MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	CJ	CAJA
261	MEDICAMENTOS	506.478	OXICODAL 300 MG X  30 COMP	SI							CJ	CAJA
261	MEDICAMENTOS	507.783	SERETIDE DISKUS 50/100 X 60 DO								FR	FRASCO
261	MEDICAMENTOS	505.181	LAMICTAL  50 MG X 30 COMP		1792	LAMOTRIGINA	8.417	50 MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	CJ	CAJA
261	MEDICAMENTOS	509.407	VENLAX 50 MG X 30 COMPR.		365	VENLAFAXINA	8.909	50 MG  X COMP	42	ANTIDEPRESIVO	CJ	CAJA
261	MEDICAMENTOS	507.724	SECAND X 50 TABLETAS								CJ	CAJA
261	MEDICAMENTOS	505.013	IZOFRAN  16 MG  X SUPOSITORIO		475	ONDANSETRON	8.420	16 MG  X SUP	48	ANTIEMETICO _ ANTINAUSEOSO	SU	SUPOSITORIO
261	MEDICAMENTOS	500.295	ALLEGRA 120 MG X 10 COMP		199	FEXOFENADINA CLORHIDRATO	8.421	120 MG X COMP	802	ANTIHISTAMINICO	CJ	CAJA
261	MEDICAMENTOS	500.249	AEROGASTROL X 20 COMP		2122	CLORDIAZEPOXIDO_METOCLOPRAMIDA_SIMETICONA	8.425	5 MG_100 MG_5 MG X COMP	1.882	ANTIEMETICO_ANTINAUSEOSO_ANTIFLATULENTO	CJ	CAJA
261	MEDICAMENTOS	505.508	LUBRIDERM 200 ML LOCION		3241	CREMA_VARIOS	8.426	400 ML	2.873	HUMECTANTE DERMICO	FR	FRASCO
261	MEDICAMENTOS	508.696	TIENAM ENDOVENOSO(25) 500MG		1771	IMIPENEM	8.429	500MG_500 MG X AMP	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	503.245	DONOMIX CREMA 15 GR		143	CLOTRIMAZOL _ BETAMETASONA	8.430	10 MG_0.5 MG X GR	84	ANTIMICOTICO _ CORTICOSTEROIDE	TU	TUBO
261	MEDICAMENTOS	502.085	CLOROQUINA  250 MG  X 20 COMP								CJ	CAJA
261	MEDICAMENTOS	508.085	STOCRIN (EFAVIRENZ) 600 MG X 30		185	EFAVIRENZ	8.431	600 MG X COMP	108	ANTIVIRAL PARA TRATAMIENTO  VIH	CJ	CAJA
261	MEDICAMENTOS	503.836	FISIOLIMP SOL.NASAL 30 ML		1170	CLORURO DE SODIO	8.432	0.9 %	2.481	HIGIENE Y LAVADO DE LAS FOSAS NASALES	FR	FRASCO
261	MEDICAMENTOS	500.859	ATUSIL X 1 SUPOS 100 MG		2016	PROMOLATE	8.433	100 MG X SUPOS	102	ANTITUSIVO _ EXPECTORANTE _ MUCOLITICO	SU	SUPOSITORIO
261	MEDICAMENTOS	509.047	TREX SUSP(200MG/5ML) 30ML		3523	AZITROMICINA	8.435	200MG X 5ML	24	ANTIBIOTICO	FR	FRASCO
261	MEDICAMENTOS	500.851	ATEMPERATOR 250 MG X 20 COMP		1267	ACIDO VALPROICO	8.436	250 MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	CJ	CAJA
261	MEDICAMENTOS	503.141	DISMAM (LACTULOSA 66%) 15 ML		247	LACTULOSA 	8.437	66% X 15 ML	148	LAXANTE	SO	SOBRE
261	MEDICAMENTOS	508.516	TAREG D 80MG/12,5 (28) 14 COMPX SO		361	VALSARTAN _ HIDROCLOROTIAZIDA	8.438	80MG_12,5 X COMP	3.086	ANTIHIPERTENSIVO	SO	SOBRE
261	MEDICAMENTOS	501.785	CARDURA 1 MG(14)  X TABLETA DU		903	DOXAZOSINA	8.441	1 MG X TABLETA	180	TRATAMIENTO HIPERPLASIA PROSTATICA BENIGNA	TB	TABLETA
261	MEDICAMENTOS	501.783	CARDURA 2 MG(30) X TABLETA DU		903	DOXAZOSINA	8.442	2 MG X TABLETA	180	TRATAMIENTO HIPERPLASIA PROSTATICA BENIGNA	TB	TABLETA
261	MEDICAMENTOS	501.784	CARDURA 4 MG (14)X TABLETA DU		903	DOXAZOSINA	8.443	4 MG X TABLET	180	TRATAMIENTO HIPERPLASIA PROSTATICA BENIGNA	TB	TABLETA
261	MEDICAMENTOS	501.820	CEFAMOX  500 MG(16) XCOMP DU		1014	CEFADROXILO	8.444	500 MG X TABLET	24	ANTIBIOTICO	TB	TABLETA
261	MEDICAMENTOS	501.876	CELESTAMINE (30) X COMPR DU		159	DESCLORFENAMINA _ BETAMETASONA	8.445	0.25MG_2MG X COMPR	802	ANTIHISTAMINICO	TB	TABLETA
261	MEDICAMENTOS	501.950	BETAMETASONA 0,6 MG (30)X COMP DU		1341	BETAMETASONA	8.446	0,6 MG X COMP	116	CORTICOSTEROIDE	TB	TABLETA
261	MEDICAMENTOS	507.858	SIMILAC ADVANCE 120 ML(48) RTF C/CHUPETE		2842	COMPONENTES LECHE	8.447	120 ML	2.867	0_6 MESES	FR	FRASCO
261	MEDICAMENTOS	505.494	LOMEX  20 MG X 14 COMP		305	OMEPRAZOL	8.448	20 MG X COMP	104	ANTIULCEROSO	CJ	CAJA
261	MEDICAMENTOS	507.263	"PROMIL  GOLD""1""900 GR"		2842	COMPONENTES LECHE	8.450	900 GR	898	SUPLEMENTO NUTRICIONAL	UN	UNIDAD
261	MEDICAMENTOS	507.956	SIFROL 0,25 MG X 30 COMP		497	PRAMIPEXOLE 	8.451	0,25 MG X COMP	392	ANTIPARKINSONIANO	CJ	CAJA
261	MEDICAMENTOS	505.709	MICOLIS CREMA 20 GRS								TU	TUBO
261	MEDICAMENTOS	501.878	CEFALMIN (10)COMPRIMIDO DU		1551	ERGOTAMINA_CAFEINA_METAMIZOL SODICO_CLORFENAMINA	8.452	1MG_300MG_1MG_100MG X COMP	80	ANTIJAQUECOSO _ ANTIMIGRAÑOSO	TB	TABLETA
261	MEDICAMENTOS	502.082	CLORANFENICOL 500 MG COMP.DU		125	CLORANFENICOL	8.453	500 MG X COMP	24	ANTIBIOTICO	TB	TABLETA
261	MEDICAMENTOS	502.962	DILATREND 12,5 MG(28) X COMP DU		872	CARVEDILOL	8.454	12,5 MG X COMP	3.086	ANTIHIPERTENSIVO	TB	TABLETA
261	MEDICAMENTOS	502.970	DILATREND 6,25 MG(28) XCOMP.DU		872	CARVEDILOL	8.455	6,25 MG X COMP	3.086	ANTIHIPERTENSIVO	TB	TABLETA
261	MEDICAMENTOS	502.973	DILATREND 25 MG(28) X COMP.DU		872	CARVEDILOL	8.456	25 MG X COMP	64	ANTIHIPERTENSIVO _ ANTIANGINOSO	TB	TABLETA
261	MEDICAMENTOS	503.359	ECOTRIN 325 MG(100) X COMP.DU		1268	ACIDO ACETIL SALICILICO	8.457	325 MG X COMP	36	ANTICOAGULANTE _ ANTITROMBOTICO	TB	TABLETA
261	MEDICAMENTOS	503.357	ECOTRIN 100 MG(100) X COMP .DU		1268	ACIDO ACETIL SALICILICO	8.458	100 MG X COMP	36	ANTICOAGULANTE _ ANTITROMBOTICO	TB	TABLETA
261	MEDICAMENTOS	503.475	ENALTEN 20 MG(30) X COMP.DU		1013	ENALAPRIL MALEATO	8.459	20 MG X COMP	3.086	ANTIHIPERTENSIVO	TB	TABLETA
261	MEDICAMENTOS	503.470	ENALTEN D 10/25 (30) XCOMP.DU		405	ENALAPRIL _ HIDROCLOROTIAZIDA	8.460	10MG_25MG  XCOMP	68	ANTIHIPERTENSIVO _ DIURETICO	TB	TABLETA
261	MEDICAMENTOS	503.472	EPAMIN 100MG (50)X COMP.DU		1590	FENITOINA	8.461	100MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	TB	TABLETA
261	MEDICAMENTOS	504.485	HALDOL 1 MG (20) X COMP. DU		213	HALOPERIDOL	8.462	1 MG X COMP	94	ANTIPSICOTICO _ NEUROLEPTICO	TB	TABLETA
261	MEDICAMENTOS	504.486	HALDOL 5 MG(25) X COMP.DU		213	HALOPERIDOL	8.463	5 MG X COMP	94	ANTIPSICOTICO _ NEUROLEPTICO	TB	TABLETA
261	MEDICAMENTOS	504.560	HIDRORONOL T (24)X COMP.DU		1665	FUROSEMIDA	8.464	25MG_50MG X COMP	1.711	DIURETICO	TB	TABLETA
261	MEDICAMENTOS	504.918	ISMO 20 MG X COMP.DU		237	ISOSORBIDE	8.465	20 MG X COMP	22	ANTIANGINOSO	TB	TABLETA
261	MEDICAMENTOS	505.021	ISOSORBIDE 10 MG X COMP.DU		237	ISOSORBIDE	8.466	10 MG X COMP	22	ANTIANGINOSO	TB	TABLETA
261	MEDICAMENTOS	507.221	PROGERING  X 1 ANILLO		501	PROGESTERONA	8.468	2.074 GR X ANILLO	164	PROGESTAGENOTERAPIA	CJ	CAJA
261	MEDICAMENTOS	507.509	RISPERDAL GOTAS 30 ML (1MG/ML)		2373	RISPERIDONA	8.469	1MG X ML	92	ANTIPSICOTICO	FR	FRASCO
261	MEDICAMENTOS	505.200	LACRYVISC GEL		1406	CARBOMER	8.470	3 MG X GR	152	LUBRICANTE OFTALMICO	FR	FRASCO
261	MEDICAMENTOS	500.978	BAGOVIT_ A CREMA ( 100 GRS)		2176	RETINOL	8.471	100000 UI X 100 GR	170	RECONSTITUYENTE DERMICO	CJ	CAJA
261	MEDICAMENTOS	507.665	SANDIMMUN  NEORAL 25 MG X 50 COMP		99	CICLOSPORINA	8.472	25 MG X COMP	146	INMUNOSUPRESOR	CJ	CAJA
261	MEDICAMENTOS	505.287	LECHE HUMANA HA PRE		1182	PROTEINAS_HIDRATOS DE CARBONO_LIPIDOS	8.473	400 GR	3.361	INTOLERANCIA LACTOSA	UN	UNIDAD
261	MEDICAMENTOS	505.269	LECHE SMA  GOLD 400 GRS								TR	TARRO
261	MEDICAMENTOS	504.559	HIDRIUM (20)X COMP. DU		1665	FUROSEMIDA	8.474	40 MG_5 MG X COMP	1.711	DIURETICO	TB	TABLETA
261	MEDICAMENTOS	508.380	SULPILAN 50 MG CAPSULAS D.U.		3104	SULPIRIDA	8.475	50 MG X CAPSULAS	44	ANTIDEPRESIVO _ ANTIPSICOTICO _ NEUROLEPTICO.	TB	TABLETA
261	MEDICAMENTOS	502.068	CLOFEXAN JARABE 120 ML		55	BETAMETASONA _ CLORFENAMINA	8.477	0.25 MG_2 MG X 5 ML	2.325	ANTIHISTAMINICO_CORTICOSTEROIDE	FR	FRASCO
261	MEDICAMENTOS	506.911	PLEXUS JARABE 120 ML		55	BETAMETASONA _ CLORFENAMINA	8.478	0.25 MG_2 MG X 5ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	509.982	ZYRTEC GOTAS 10 ML		97	CETIRIZINA	8.479	10 MG X ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	508.092	SPASMEX   30MG X 20 COMP.		537	TROSPIO CLORURO 	8.481	30MG X COMP.	58	ANTIESPASMODICO URINARIO	CJ	CAJA
261	MEDICAMENTOS	505.137	KLARICID 500 MG X  COMP.DU(14)		1463	CLARITROMICINA	8.482	500 MG X  COMP	24	ANTIBIOTICO	TB	TABLETA
261	MEDICAMENTOS	505.655	MEDROL 4 MG (20)X COMP. DU		889	METILPREDNISOLONA	8.483	4 MG X COMP	116	CORTICOSTEROIDE	TB	TABLETA
261	MEDICAMENTOS	505.656	MEDROL 16 MG(14) X COMP. DU		889	METILPREDNISOLONA	8.484	16 MG X COMP	116	CORTICOSTEROIDE	TB	TABLETA
261	MEDICAMENTOS	505.694	METICORTEN 5 MG X COMP. DU		873	PREDNISONA	8.485	5 MG X COMP	116	CORTICOSTEROIDE	TB	TABLETA
261	MEDICAMENTOS	505.899	MOTRIN 400 MG X COMP.  DU		223	IBUPROFENO	8.486	400 MG X COMP	78	ANTIINFLAMATORIO NO ESTEROIDAL	TB	TABLETA
261	MEDICAMENTOS	506.031	NASTIZOL  X COMPRIMIDO DU		1481	CLORFENAMINA_PSEUDOEFEDRINA	8.487	4MG_60MG X COMPR	72	ANTIHISTAMINICO _ DESCONGESTIONANTE	TB	TABLETA
261	MEDICAMENTOS	506.252	NORMATOL 300 MG (30)X COMP. DU		982	GABAPENTINA	8.488	300 MG X COMP	983	ANTIEPILEPTICO_ANALGESICO NEUROPATICO	TB	TABLETA
261	MEDICAMENTOS	506.257	NORMATOL 400 MG(30) X COMP.  DU		982	GABAPENTINA	8.489	400 MG X COMP	958	ANTIEPILEPTICO_ANALGESICO NEUROLEPTICO	TB	TABLETA
261	MEDICAMENTOS	506.297	NORVASC  10 MG (30)X COMP. DU		925	AMLODIPINO	8.490	10 MG X COMP	64	ANTIHIPERTENSIVO _ ANTIANGINOSO	TB	TABLETA
261	MEDICAMENTOS	505.518	MACRODANTINA 50 MG(40) X COMP DU		471	NITROFURANTOÍNA	8.491	50 MG X COMP	893	ANTIBACTERIANO	TB	TABLETA
261	MEDICAMENTOS	505.515	MACRODANTINA 100 MG(40) X COMP. DU		471	NITROFURANTOÍNA	8.493	100 MG X COMP	893	ANTIBACTERIANO	TB	TABLETA
261	MEDICAMENTOS	505.884	NIMUS RETARD 400 MG X 30 COMP		59	BEZAFIBRATO	8.494	400 MG X COMP	134	HIPOLIPEMIANTE _ HIPOCOLESTEROLEMIANTE	CJ	CAJA
261	MEDICAMENTOS	507.365	RECORMON 2000 UI JERIN.(FRIO)		1552	ERITROPOYETINA HUMANA BETA RECOMBINANTE	8.495	2000 UI X JERINGA	20		UN	UNIDAD
261	MEDICAMENTOS	505.901	NASTIZOL COMPUESTO X 1 COMP		311	PARACETAMOL _ CLORFENAMINA _ PSEUDOEFEDRINA	8.496	500MG_4MG_60MG X COMP	72	ANTIHISTAMINICO _ DESCONGESTIONANTE	TB	TABLETA
261	MEDICAMENTOS	506.306	NOVOTHYRAL X 30 COMPRIMIDOS		2750	LIOTIRONINA SODICA_LEVOTIROXINA SODICA	8.498	100 MCG_20MCG X COMP	138	HORMONOTERAPIA TIROIDEA	CJ	CAJA
261	MEDICAMENTOS	502.650	DARAPRIM  X 30 COMP		2375	PIRIMETAMINA	8.500	25 MG X COMP	1.862	ANTIMALARICO	CJ	CAJA
261	MEDICAMENTOS	508.647	TEGRETAL 200 MG X COMP. DU		387	CARBAMAZEPINA	8.504	200 MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	TB	TABLETA
261	MEDICAMENTOS	508.649	TEGRETAL 400 MG X COMP.DU		387	CARBAMAZEPINA	8.505	400 MG X COMP	983	ANTIEPILEPTICO_ANALGESICO NEUROPATICO	TB	TABLETA
261	MEDICAMENTOS	508.643	TEGRETAL CR 200 X COMP DU		387	CARBAMAZEPINA	8.506	200 X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	TB	TABLETA
261	MEDICAMENTOS	508.639	TEGRETAL CR 400 X COMP.DU		387	CARBAMAZEPINA	8.507	400 X COMP	983	ANTIEPILEPTICO_ANALGESICO NEUROPATICO	TB	TABLETA
261	MEDICAMENTOS	503.142	"DISPOSITIVO IU  ""T"" COBRE 380"		3502	COBRE	8.508	"DISPOSITIVO IU  ""T"" COBRE 380"	38	ANTICONCEPTIVO	UN	UNIDAD
261	MEDICAMENTOS	508.660	TILAZEM 90 MG (20)(TILDIEM)X COMP. DU		874	DILTIAZEM	8.509	90 MG X COMP	3.072	ANTIANGINOSO_ANTIHIPERTENSIVO	TB	TABLETA
261	MEDICAMENTOS	509.031	PENTOXIFILINA 400 MG X COMP. DU		1018	PENTOXIFILINA	8.510	400 MG X COMP	182	VASODILATADOR CENTRAL PERIFERICO	TB	TABLETA
261	MEDICAMENTOS	509.630	VONTROL 25 MG X COMP. DU		851	DIFENIDOL	8.511	25 MG X COMP	852	ANTIEMETICO_ANTIVERTIGINOSO	TB	TABLETA
261	MEDICAMENTOS	509.699	ZYLORIC 100 MG(50) X COMP. DU		879	ALOPURINOL	8.512	100 MG X COMP	1.285	HIPOURICEMICO	TB	TABLETA
261	MEDICAMENTOS	509.700	ZYLORIC  300 MG (20)X COMP DU		879	ALOPURINOL	8.513	300 MG X COMP	1.285	HIPOURICEMICO	TB	TABLETA
261	MEDICAMENTOS	509.985	ZYRTEC 10 MG (30) X COMP DU		97	CETIRIZINA	8.514	10 MG X COMP	802	ANTIHISTAMINICO	TB	TABLETA
261	MEDICAMENTOS	509.617	LERTUS 25 MG X COMP. DU		169	DICLOFENACO SODICO	8.515	25 MG X COMP	78	ANTIINFLAMATORIO NO ESTEROIDAL	TB	TABLETA
261	MEDICAMENTOS	509.662	ZARATOR 20 MG X COMP.DU		3466	ATORVASTATINA	8.516	20 MG X COMP	134	HIPOLIPEMIANTE _ HIPOCOLESTEROLEMIANTE	TB	TABLETA
261	MEDICAMENTOS	508.162	SUERO GLUCOSADO 5% 50 ML		3085	GLUCOSA	8.517	50 ML	2.910	SUEROTERAPIA	MA	MATRAZ
261	MEDICAMENTOS	506.319	NUM_ZIT  25 ML		381	ZINC SULFATO	8.518	25 ML	2.141	MINERALES	FR	FRASCO
261	MEDICAMENTOS	504.374	GLUTAPAK_10 X SOBRES		1673	GLUTAMINA	8.519	15 GR X SOBRE	898	SUPLEMENTO NUTRICIONAL	SO	SOBRE
261	MEDICAMENTOS	503.872	FINDALER  10 MG X 10 COMP		97	CETIRIZINA	8.520	10 MG X COMP	802	ANTIHISTAMINICO	CJ	CAJA
261	MEDICAMENTOS	507.656	SANDOSTATIN LAR 20 MG X VIAL		1964	OCTEOTRIDE	8.521	20 MG X VIAL	136	HORMONOTERAPIA	AM	AMPOLLA
261	MEDICAMENTOS	505.458	LOCRIM  CREMA 15 GR		145	CLOTRIMAZOL _ DIPROPIONATO DE BETAMETASONA	8.522	64 MG_1 MG X 100 GR	84	ANTIMICOTICO _ CORTICOSTEROIDE	TU	TUBO
261	MEDICAMENTOS	505.933	MUCOLITICO(N.ACETILCISTEINA) 1,5 GR X15 ML.		1924	N ACETILCISTEINA	8.523	1,5 GR X 15 ML.	1.935	MUCOLITICO_ANTIDOTO PARACETAMOL	FR	FRASCO
261	MEDICAMENTOS	508.892	TOPAMAX 25 MG X 28 COMP		529	TOPIRAMATO	8.524	25 MG X COMP	50	ANTIEPILEPTICO _ ANTICONVULSIVANTE	CJ	CAJA
261	MEDICAMENTOS	508.981	TRANDATE 100MG/20ML X AMP		1122	LABETALOL CLORHIDRATO	8.525	100MG X AMP	3.086	ANTIHIPERTENSIVO	AM	AMPOLLA
261	MEDICAMENTOS	509.319	VANCOMICINA 1 GRAMO		3209	VANCOMICINA	8.528	1 GR X AMP	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	509.360	VASELINA 20 ML X AMPOLLAS		3443	VASELINA	8.529	20 ML X AMPOLLA	166	PROTECTOR DERMICO	AM	AMPOLLA
261	MEDICAMENTOS	509.421	VIADIL FORTE GOTAS		313	PARGEVERINA CLORHIDRATO	8.530	10 MG X ML	54	ANTIESPASMODICO _ ANTICOLINERGICO	FR	FRASCO
261	MEDICAMENTOS	509.459	VIADIL GOTAS 15 ML		313	PARGEVERINA CLORHIDRATO	8.531	5 MG X ML	54	ANTIESPASMODICO _ ANTICOLINERGICO	FR	FRASCO
261	MEDICAMENTOS	509.608	VITERNUM VITAMINADO 125 ML		175	DIHEXAZIN	8.532	3 MG X 5ML	122	ESTIMULANTE DEL APETITO	FR	FRASCO
261	MEDICAMENTOS	509.626	LERTUS SR 75 MG X COMP.DU		169	DICLOFENACO SODICO	8.533	75 MG X COMP	78	ANTIINFLAMATORIO NO ESTEROIDAL	TB	TABLETA
261	MEDICAMENTOS	509.708	ZODOL AMP.100MG/2ML		531	TRAMADOL CLORHIDRATO 	8.534	100MG X AMP	3.483	ANALGESICO NARCOTICO	AM	AMPOLLA
