CODIGO|DESCRIPTOR|CAPITULO_NUM|CAPITULO_TITULO|VERSION
C821|LINFOMA folicular grado II|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C822|LINFOMA folicular grado III, no especificado|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C823|Linfoma folicular grado IIIa|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C824|Linfoma folicular grado IIIb|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C825|Linfoma centro folicular difuso|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C826|Linfoma centro folicular cutáneo|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C827|Otros tipos especificados de linfoma no-Hodgkin folicular|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C829|Linfoma folicular, sin otra especificación|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C830|Linfoma de células B, células pequeñas|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C831|Linfoma de la zona del manto|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C833|Linfoma de células B grandes difuso|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C835|LINFOMA LINFOBLASTICO (DIFUSO)|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C837|LINFOMADE BURKITT|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C838|Otros linfomas no foliculares|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C839|Linfoma no Hodgkin no-folicular (difuso), sin otra especificación|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C840|MICOSIS FUNGOIDE|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C841|ENFERMEDAD DE SEZARY|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C844|LINFOMA DE CELULAS T PERIFERICO, no clasificado en otra parte|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C845|OTROS LINFOMAS DE CELULAS T/NK maduras|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C846|Linfoma anaplásico de células grandes, ALK positivo|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C847|Linfoma anaplásico de células grandes, ALK negativo|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C848|Linfoma cutáneo de células T, no especificado|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C849|Linfoma de células T/NK maduras, no especificado|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C851|LINFOMA DE CELULAS B, SIN OTRA ESPECIFICACION|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C852|Linfoma de células B grandes mediastinal (timo)|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C857|OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C859|LINFOMA NO HODGKIN, NO ESPECIFICADO|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C860|Linfoma de células NK extranodales, tipo nasal|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C861|Linfoma de células T hepatosplénico|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C862|Linfoma de células T tipo enteropatía|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C863|Linfoma de células T, subcutáneo, semejante a paniculitis|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C864|Linfoma de células NK blásticas|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C865|Linfoma de células T angioinmunoblásticas|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C866|Proliferaciones cutáneas primarias de células T, CD30 positivas|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C880|Macroglobulinemia de Waldenström|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C882|Otras enfermedades de cadena pesada|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C883|ENFERMEDAD INMUNOPROLIFERATIVA DEL INTESTINO DELGADO|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C884|Linfoma de células B de zona marginal extranodal de tejido linfoide asociado a tejido mucoso [linfoma MALT o TLAB]|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C887|OTRAS ENFERMEDADES INMUNOPROLIFERATIVAS MALIGNAS|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C889|ENFERMEDAD INMUNOPROLIFERATIVA MALIGNA, SIN OTRA ESPECIFICACION|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C900|MIELOMA MULTIPLE|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C901|LEUCEMIA DE CELULAS PLASMATICAS|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C902|PLASMOCITOMA, EXTRAMEDULAR|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C910|LEUCEMIA LINFOBLASTICA AGUDA [ALL o LLA]|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C911|LEUCEMIA LINFOCITICA CRONICA de células de células B|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C913|LEUCEMIA PROLINFOCITICA de células B|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C914|LEUCEMIA DE CELULAS VELLOSAS|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C915|Leucemia/linfoma de células T adultas (asociada a HTLV-1)|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C916|Leucemia polimorfocítica de células T|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C917|OTRAS LEUCEMIAS LINFOIDES|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C918|Leucemia de células B maduras tipo Burkitt|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C919|LEUCEMIA LINFOIDE, SIN OTRA ESPECIFICACION|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C920|Leucemia mieloblástica aguda [AML o LMA]|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C921|Leucemia mieloide crónica [LMC], BCR/ABL-positiva|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C922|Leucemia mieloide crónica atípica, BCR/ABL-negativa|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C923|Sarcoma mieloide|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C924|Leucemia promielocítica aguda [PML o LPM]|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C925|LEUCEMIA MIELOMONOCITICA AGUDA|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C926|Leucemia mieloide aguda con anormalidad 11q23|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C927|OTRAS LEUCEMIAS MIELOIDES|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C928|Leucemia mieloide aguda con displasia multilinaje|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C929|LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACION|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C930|Leucemia monoblástica/monocítica aguda|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C931|Leucemia mielomonocítica crónica|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C933|Leucemia mielomonocítica juvenil|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C937|OTRAS LEUCEMIAS MONOCITICAS|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C939|LEUCEMIA MONOCITICA, SIN OTRA ESPECIFICACION|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C940|Leucemia eritroide aguda y eritroleucemia|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C942|LEUCEMIA MEGACARIOBLASTICA AGUDA|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C943|LEUCEMIA DE MASTOCITOS|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C944|Panmielosis aguda con mielofibrosis|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C946|Enfermedad mielodisplásica y mieloproliferativa, no clasificada|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C947|OTRAS LEUCEMIAS ESPECIFICADAS|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C950|LEUCEMIA AGUDA, CELULAS DE TIPO NO ESPECIFICADO|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C951|LEUCEMIA CRONICA, CELULAS DE TIPO NO ESPECIFICADO|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C957|OTRAS LEUCEMIAS DE CELULAS DE TIPO NO ESPECIFICADO|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C959|LEUCEMIA, NO ESPECIFICADA|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C960|Histiocitosis multifocal y multisistémica (diseminada) de células de Langerhans|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C962|Tumor maligno de mastocitos|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C964|Sarcoma de células dendríticas (células accesorias)|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C965|Histiocitosis multifocal y unisistémica de células de Langerhans|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C966|Histiocitosis unifocal de células de Langerhans|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C967|OTROS TUMORES MALIGNOS ESPECIFICADOS DEL TEJIDO LINFATICO, HEMATOPOYETICO Y TEJIDOS AFINES|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C968|Sarcoma histiocítico|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C969|TUMOR MALIGNO DEL TEJIDO LINFATICO, HEMOTOPOYETICO Y TEJIDOS AFINES, SIN OTRA ESPECIFICACION|C81-C96|NEOPLASIAS MALIGNAS, DECLARADAS O PRESUNTAS DE SER PRIMARIAS DE TEJIDOS LINFOIDES, HEMATOPOYÉTICOS O RELACIONADOS|2010_DEIS
C97X|TUMORES MALIGNOS (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES|C00-C97|NEOPLASIAS MALIGNAS|2010_DEIS
D000|CARCINOMA IN SITU DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D001|CARCINOMA IN SITU DEL ESOFAGO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D002|CARCINOMA IN SITU DEL ESTOMAGO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D010|CARCINOMA IN SITU DEL COLON|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D011|CARCINOMA IN SITU DE LA UNION RECTOSIGMOIDEA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D012|CARCINOMA IN SITU DEL RECTO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D013|CARCINOMA IN SITU DEL ANO Y DEL CONDUCTO ANAL|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D014|CARCINOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D015|CARCINOMA IN SITU DEL HIGADO, DE LA VESICULA BILIAR Y DEL CONDUCTO BILIAR|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D017|CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DE ORGANOS DIGESTIVOS|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D019|CARCINOMA IN SITU DE ORGANOS DIGESTIVOS NO ESPECIFICADOS|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D020|CARCINOMA IN SITU DE LA LARINGE|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D021|CARCINOMA IN SITU DE LA TRAQUEA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D022|CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMON|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D023|CARCINOMA IN SITU DE OTRAS PARTES DEL SISTEMA RESPIRATORIO Y DEL OIDO MEDIO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D024|CARCINOMA IN SITU DE ORGANOS RESPIRATORIOS NO ESPECIFICADOS|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D030|MELANOMA IN SITU DEL LABIO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D031|MELANOMA IN SITU DEL PARPADO Y DE LA COMISURA PALPEBRAL|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D032|MELANOMA IN SITU DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D033|MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D034|MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D035|MELANOMA IN SITU DEL TRONCO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D036|MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D037|MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D038|MELANOMA IN SITU DE OTROS SITIOS|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D039|MELANOMA IN SITU, SITIO NO ESPECIFICADO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D040|CARCINOMA IN SITU DE LA PIEL DEL LABIO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D041|CARCINOMA IN SITU DE LA PIEL DEL PARPADO Y DE LA COMISURA PALPEBRAL|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D042|CARCINOMA IN SITU DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D043|CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D044|CARCINOMA IN SITU DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D045|CARCINOMA IN SITU DE LA PIEL DEL TRONCO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D046|CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D047|CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D048|CARCINOMA IN SITU DE LA PIEL DE OTROS SITIOS ESPECIFICADOS|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D049|CARCINOMA IN SITU DE LA PIEL, SITIO NO ESPECIFICADO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D050|CARCINOMA IN SITU LOBULAR DE LA MAMA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D051|CARCINOMA IN SITU INTRACANALICULAR DE LA MAMA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D057|OTROS CARCINOMAS IN SITU DE LA MAMA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D059|CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D060|CARCINOMA IN SITU DEL ENDOCERVIX|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D061|CARCINOMA IN SITU DEL EXOCERVIX|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D067|CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL UTERO|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
D069|CARCINOMA IN SITU DEL CUELLO DEL UTERO, PARTE NO ESPECIFICADA|D00-D09|NEOPLASIAS IN SITU|2010_DEIS
